EVC_NO,USER_ID,START_DATE,START_TIME,END_DATE,END_TIME,VAC_HRS,STATUS,START_FLAG,AGENT_NO,VAC_TYPE,DEL_FLAG,REMARK,CREATED_BY,CREATION_DATE,LAST_UPDATED_BY,LAST_UPDATE_DATE,SUBMIT_TIME,DELAY_FLAG,SOURCE_NUMBER
EVC202303093348,G00004,2023-03-10,0900,2023-03-10,1800,8,Y,Y,S000K3,1V,N,,G00004,"2023-03-09 11:21:20",SYS,"2023-03-10 09:26:32","2023-03-09 11:21:20",N,NULL
EVC202303093349,S20108,2023-03-10,0930,2023-03-10,1830,8,Y,Y,S20100,E,N,台中新offiec場勘,S20108,"2023-03-09 16:44:19",SYS,"2023-03-10 09:26:47","2023-03-09 16:44:19",N,NULL
EVC202303103353,S000A3,2023-03-10,0930,2023-03-10,1030,1,Y,Y,S20100,D,N,耳鳴頭痛,S000A3,"2023-03-10 10:36:19",SYS,"2023-03-13 11:08:14","2023-03-10 10:36:19",Y,NULL
EVC202303113356,S20108,2023-03-13,0930,2023-03-13,1830,8,Y,Y,S20100,D,N,原6/18加班,S20108,"2023-03-11 15:26:11",SYS,"2023-03-13 11:08:22","2023-03-11 15:26:12",N,NULL
EVC202303113358,S20112,2023-03-16,0930,2023-03-16,1830,8,Y,Y,S20098,C,N,固定週四休假,S20112,"2023-03-11 21:30:56",SYS,"2023-03-15 11:20:34","2023-03-11 21:30:56",N,NULL
EVC202303133359,S000A3,2023-03-13,0930,2023-03-13,1000,0.5,Y,Y,S20100,D,N,塞車(國道事故回堵導致塞車),S000A3,"2023-03-13 09:55:08",SYS,"2023-03-13 11:08:26","2023-03-13 09:55:08",Y,NULL
EVC202303133360,L20036,2023-03-13,0900,2023-03-13,1800,8,Y,Y,L20065,1V,N,,L20036,"2023-03-13 10:14:15",SYS,"2023-03-14 11:08:33","2023-03-13 10:14:15",Y,NULL
EVC202303133361,F20027,2023-03-14,0930,2023-03-14,1830,8,Y,Y,F20034,1V,N,,F20027,"2023-03-13 12:30:36",SYS,"2023-03-14 11:08:41","2023-03-13 12:30:36",N,NULL
EVC202303143362,S000A3,2023-03-14,0930,2023-03-14,1830,8,Y,Y,S20100,D,N,耳鳴頭痛,S000A3,"2023-03-14 09:25:53",SYS,"2023-03-14 11:08:45","2023-03-14 09:25:53",N,NULL
EVC202303143364,F20028,2023-03-14,1100,2023-03-14,1200,1,Y,Y,F40025,1V,N,,F20028,"2023-03-14 10:25:55",SYS,"2023-03-14 11:08:49","2023-03-14 10:25:55",N,NULL
EVC202303143367,B40031,2023-03-27,0900,2023-03-27,1800,8,Y,Y,A40104,1V,N,,B40031,"2023-03-14 12:16:38",SYS,"2023-03-14 15:10:11","2023-03-14 12:16:38",N,NULL
EVC202303153370,J40017,2023-03-15,0900,2023-03-15,1800,8,Y,Y,K40005,1V,N,年資假,J40017,"2023-03-15 09:31:14",SYS,"2023-03-16 12:32:10","2023-03-15 09:31:14",Y,NULL
EVC202303153372,S20100,2023-03-17,0930,2023-03-17,1830,8,Y,Y,S000A3,1V,N,,S20100,"2023-03-15 13:28:43",SYS,"2023-03-16 12:32:14","2023-03-15 13:28:43",N,NULL
EVC202303153373,M40026,2023-03-23,0930,2023-03-23,1830,8,Y,Y,A00001,1V,N,,M40026,"2023-03-15 16:06:46",SYS,"2023-03-16 12:32:18","2023-03-15 16:06:47",N,NULL
EVC202303153374,M40066,2023-03-20,0930,2023-03-22,1830,24,Y,Y,A00001,E,N,花蓮出差,M40066,"2023-03-15 16:14:50",SYS,"2023-03-16 12:32:21","2023-03-15 16:14:50",N,NULL
EVC202303153375,S000A6,2023-03-15,1800,2023-03-15,1830,0.5,Y,Y,S000A9,D,N,輪休,S000A6,"2023-03-15 17:39:49",SYS,"2023-03-16 12:32:26","2023-03-15 17:39:50",N,NULL
EVC202303163378,A40082,2023-03-16,0900,2023-03-16,1030,1.5,Y,Y,L20064,1V,N,看醫生,A40082,"2023-03-16 07:05:47",SYS,"2023-03-16 12:32:30","2023-03-16 07:05:47",N,NULL
EVC202303163385,I20037,2023-04-20,0900,2023-04-21,1800,16,Y,Y,K40004,C,N,有事請假,I20037,"2023-03-16 09:22:48",SYS,"2023-03-20 11:07:43","2023-03-16 09:22:48",N,NULL
EVC202303163388,S20110,2023-03-17,0930,2023-03-17,1830,8,Y,Y,S20060,1V,N,特休假,S20110,"2023-03-16 10:58:35",SYS,"2023-03-20 11:07:54","2023-03-16 10:58:35",N,NULL
EVC202303173394,G20042,2023-03-25,0900,2023-03-25,1800,8,Y,Y,G20047,1V,N,特休,G20042,"2023-03-17 08:59:31",SYS,"2023-03-24 10:44:23","2023-03-17 08:59:32",N,NULL
EVC202303173395,S20112,2023-03-24,0930,2023-03-24,1830,8,Y,Y,S20098,C,N,固定休假,S20112,"2023-03-17 09:10:10",SYS,"2023-03-21 11:10:29","2023-03-17 09:10:10",N,NULL
EVC202303173397,J40007,2023-03-16,0930,2023-03-16,1000,0.5,R,Y,K40005,E,N,收框,J40007,"2023-03-17 11:28:35",SYS,"2023-03-18 00:00:15","2023-03-17 11:28:35",Y,NULL
EVC202303173398,C40045,2023-03-17,0930,2023-03-17,1130,2,Y,Y,C40048,1V,N,請2小時特休假,C40045,"2023-03-17 13:15:59",SYS,"2023-03-28 12:39:26","2023-03-17 13:15:59",Y,NULL
EVC202303173399,J20040,2023-03-17,1330,2023-03-17,1800,4.5,R,Y,J20032,1V,N,,J20040,"2023-03-17 13:34:31",SYS,"2023-03-19 00:00:15","2023-03-17 13:34:31",Y,NULL
EVC202303173401,L20036,2023-03-17,1630,2023-03-17,1800,1.5,Y,Y,L20065,1V,N,,L20036,"2023-03-17 16:31:01",SYS,"2023-03-31 21:39:35","2023-03-17 16:52:42",Y,NULL
EVC202303203404,S000A3,2023-03-20,0930,2023-03-20,1000,0.5,Y,Y,S20100,D,N,塞車(國道事故回堵導致塞車),S000A3,"2023-03-20 10:12:13",SYS,"2023-03-20 18:34:05","2023-03-20 10:12:13",Y,NULL
EVC202303203405,I20039,2023-03-21,0900,2023-03-21,1800,8,Y,Y,I40014,B,N,看醫生,I20039,"2023-03-20 12:26:29",SYS,"2023-03-22 10:40:55","2023-03-20 12:26:29",N,NULL
EVC202303203408,F20028,2023-03-25,0930,2023-03-25,1830,8,Y,Y,F40025,1V,N,,F20028,"2023-03-20 21:48:06",SYS,"2023-03-21 11:10:34","2023-03-20 21:48:06",N,NULL
EVC202303213409,F20027,2023-03-22,0930,2023-03-22,1830,8,Y,Y,F20034,1V,N,,F20027,"2023-03-21 07:01:17",SYS,"2023-03-21 11:10:37","2023-03-21 07:01:18",N,NULL
EVC202303213411,F20030,2023-03-21,0930,2023-03-21,1830,8,Y,Y,F40024,1V,N,,F20030,"2023-03-21 08:33:34",SYS,"2023-03-21 11:10:42","2023-03-21 08:33:34",N,NULL
EVC202303213415,I20031,2023-03-22,0900,2023-03-22,1800,8,Y,Y,I20036,1V,N,特休,I20031,"2023-03-21 20:03:58",SYS,"2023-03-22 10:40:58","2023-03-21 20:03:58",N,NULL
EVC202303213416,S20092,2023-03-23,0930,2023-03-23,1830,8,Y,Y,T20076,1V,N,,S20092,"2023-03-21 22:24:54",SYS,"2023-03-24 10:44:27","2023-03-21 22:24:54",N,NULL
EVC202303223417,S20041,2023-03-27,0930,2023-03-31,1830,40,Y,Y,T20076,1V,N,出國,S20041,"2023-03-22 09:41:03",SYS,"2023-03-24 10:44:33","2023-03-22 09:41:03",N,NULL
EVC202303223418,F20030,2023-03-24,1430,2023-03-24,1830,4,Y,Y,F40024,1V,N,,F20030,"2023-03-22 10:04:28",SYS,"2023-03-24 10:44:37","2023-03-22 10:04:28",N,NULL
EVC202303223422,A40082,2023-03-23,0900,2023-03-23,1030,1.5,Y,Y,L20064,1V,N,看醫生,A40082,"2023-03-22 17:11:09",SYS,"2023-03-24 10:44:40","2023-03-22 17:11:10",N,NULL
EVC202303223423,F40024,2023-03-23,0930,2023-03-23,1830,8,Y,Y,F20030,D,N,補休1／27過年加班,F40024,"2023-03-22 17:26:25",SYS,"2023-03-24 10:44:46","2023-03-22 17:26:25",N,NULL
EVC202303223425,J20041,2023-03-22,1400,2023-03-22,1800,4,R,Y,J20047,1V,N,,J20041,"2023-03-22 22:49:21",SYS,"2023-03-24 00:00:15","2023-03-22 22:49:21",Y,NULL
EVC202303223426,J20041,2023-03-23,0900,2023-03-23,1800,8,Y,Y,J20047,1V,N,,J20041,"2023-03-22 22:50:09",SYS,"2023-03-24 10:44:50","2023-03-22 22:50:10",N,NULL
EVC202303233429,L20068,2023-03-23,0900,2023-03-23,1000,1,Y,Y,L20065,1V,N,領郵局掛號,L20068,"2023-03-23 11:04:24",SYS,"2023-03-24 10:44:55","2023-03-23 11:04:24",Y,NULL
EVC202303233430,S000A3,2023-03-23,0930,2023-03-23,1830,8,Y,Y,S20100,E,N,至趨勢開會討論,S000A3,"2023-03-23 12:33:39",SYS,"2023-03-24 10:45:02","2023-03-23 12:33:39",Y,NULL
EVC202303233431,S000A3,2023-03-24,0930,2023-03-24,1830,8,Y,Y,S20100,D,N,補休,S000A3,"2023-03-23 12:37:53",SYS,"2023-03-24 10:45:06","2023-03-23 12:37:53",N,NULL
EVC202303233434,J40007,2023-03-22,0930,2023-03-22,1000,0.5,R,Y,K40005,E,N,收框,J40007,"2023-03-23 19:36:36",SYS,"2023-03-24 00:00:15","2023-03-23 19:36:37",Y,NULL
EVC202303233435,J40007,2023-03-23,0930,2023-03-23,1000,0.5,Y,Y,K40005,E,N,收框,J40007,"2023-03-23 19:37:11",SYS,"2023-03-24 10:45:09","2023-03-23 19:37:11",Y,NULL
EVC202303233437,A40069,2023-03-24,0930,2023-03-24,1830,8,R,Y,A40103,1V,N,補辦證件,A40069,"2023-03-23 21:28:34",SYS,"2023-03-26 00:00:15","2023-03-24 09:49:47",Y,NULL
EVC202303233438,S20108,2023-03-25,0930,2023-03-25,1830,8,Y,Y,S20100,D,N,原6/19&6/20加班,S20108,"2023-03-23 22:49:52",SYS,"2023-03-24 10:45:13","2023-03-23 22:49:53",N,NULL
EVC202303243440,I20030,2023-04-14,0900,2023-04-14,1800,8,Y,Y,I40014,1V,N,,I20030,"2023-03-24 18:13:32",SYS,"2023-03-28 12:39:34","2023-03-24 18:13:32",N,NULL
EVC202303243441,I40014,2023-03-29,0900,2023-03-29,1800,8,Y,Y,I20030,1V,N,,I40014,"2023-03-24 18:18:25",SYS,"2023-03-28 12:39:37","2023-03-24 18:18:25",N,NULL
EVC202303243442,J40017,2023-03-24,0930,2023-03-24,1000,0.5,R,Y,K40005,E,N,收框,J40017,"2023-03-24 18:40:32",SYS,"2023-03-26 00:00:15","2023-03-24 18:40:32",Y,NULL
EVC202303253444,A40082,2023-03-25,0900,2023-03-25,1000,1,Y,Y,L20064,1V,N,看醫生,A40082,"2023-03-25 06:23:45",SYS,"2023-03-28 12:39:40","2023-03-25 06:23:45",N,NULL
EVC202303253446,S000A6,2023-03-25,0930,2023-03-25,1100,1.5,Y,Y,S000A9,D,N,輪休,S000A6,"2023-03-25 11:03:57",SYS,"2023-03-25 12:33:04","2023-03-25 11:03:57",Y,NULL
EVC202303253447,J20048,2023-03-24,0930,2023-03-24,1000,0.5,R,Y,K40005,E,N,收款,J20048,"2023-03-25 12:29:56",SYS,"2023-03-26 00:00:15","2023-03-25 12:29:56",Y,NULL
EVC202303263448,F40025,2023-03-29,0930,2023-03-29,1830,8,Y,Y,F20028,1V,N,,F40025,"2023-03-26 23:43:40",SYS,"2023-03-28 12:39:43","2023-03-26 23:43:40",N,NULL
EVC202303273451,L20064,2023-03-27,0900,2023-03-27,0930,0.5,Y,Y,A40082,1V,N,,L20064,"2023-03-27 08:49:30",SYS,"2023-03-28 12:39:47","2023-03-27 08:49:30",N,NULL
EVC202303273453,F20027,2023-03-27,0930,2023-03-27,1830,8,Y,Y,F20034,1V,N,,F20027,"2023-03-27 09:35:28",SYS,"2023-03-28 12:39:51","2023-03-27 09:35:28",Y,NULL
EVC202303273455,F20030,2023-03-31,1430,2023-03-31,1830,4,Y,Y,F40024,1V,N,,F20030,"2023-03-27 10:11:28",SYS,"2023-03-30 10:54:10","2023-03-27 10:11:29",N,NULL
EVC202303273456,J40007,2023-03-25,0930,2023-03-25,1000,0.5,R,Y,K40005,E,N,收框,J40007,"2023-03-27 11:11:21",SYS,"2023-03-28 00:00:15","2023-03-27 11:11:21",Y,NULL
EVC202303273457,J40007,2023-03-24,0930,2023-03-24,1000,0.5,R,Y,K40005,E,N,收框,J40007,"2023-03-27 11:12:39",SYS,"2023-03-28 00:00:15","2023-03-27 11:12:40",Y,NULL
EVC202303273460,G20048,2023-03-30,1700,2023-03-30,1800,1,Y,Y,G20042,C,N,有事請假一小時,G20048,"2023-03-27 12:47:23",SYS,"2023-03-28 12:39:55","2023-03-27 12:47:23",N,NULL
EVC202303273461,G20048,2023-03-31,1700,2023-03-31,1800,1,Y,Y,G20042,C,N,有事請假一小時,G20048,"2023-03-27 12:48:01",SYS,"2023-03-28 12:39:58","2023-03-27 12:48:01",N,NULL
EVC202303273462,M20027,2023-03-29,0930,2023-03-29,1830,8,Y,Y,M40026,1V,N,,M20027,"2023-03-27 14:53:02",SYS,"2023-03-28 12:40:01","2023-03-27 14:53:02",N,NULL
EVC202303273465,I20039,2023-03-30,0900,2023-03-30,1800,8,Y,Y,I40014,1V,N,,I20039,"2023-03-27 15:29:11",SYS,"2023-03-28 12:40:07","2023-03-27 15:29:11",N,NULL
EVC202303273466,M40026,2023-03-31,1430,2023-03-31,1830,4,Y,Y,A00001,1V,N,,M40026,"2023-03-27 15:32:05",SYS,"2023-03-28 12:40:12","2023-03-27 15:32:05",N,NULL
EVC202303283468,A40082,2023-04-19,0900,2023-04-19,1800,8,Y,Y,L20064,1V,N,,A40082,"2023-03-28 09:05:26",SYS,"2023-03-28 12:40:15","2023-03-28 09:05:26",N,NULL
EVC202303283470,G20047,2023-03-28,1400,2023-03-28,1800,4,Y,Y,G20043,1V,N,,G20047,"2023-03-28 11:05:35",SYS,"2023-03-29 15:00:10","2023-03-28 11:05:36",N,NULL
EVC202303283473,S20100,2023-03-29,0930,2023-03-29,1830,8,Y,Y,S000A3,1V,N,,S20100,"2023-03-28 21:06:06",SYS,"2023-03-29 15:00:13","2023-03-28 21:06:07",N,NULL
EVC202303293474,C40045,2023-03-29,0930,2023-03-29,1030,1,R,Y,A00001,1V,N,請特休假1小時,C40045,"2023-03-29 10:22:56",SYS,"2023-03-31 00:00:15","2023-03-29 10:22:57",Y,NULL
EVC202303293475,G40034,2023-04-19,0900,2023-04-19,1800,8,Y,Y,G40033,1V,N,,G40034,"2023-03-29 12:58:27",SYS,"2023-04-11 11:21:58","2023-03-29 12:58:27",N,NULL
EVC202303293476,I20036,2023-04-12,0900,2023-04-12,1800,8,Y,Y,I20031,1V,N,,I20036,"2023-03-29 14:21:51",SYS,"2023-03-30 10:54:17","2023-03-29 14:21:51",N,NULL
EVC202303293477,I20036,2023-05-16,0900,2023-05-16,1800,8,Y,Y,I20031,1V,N,,I20036,"2023-03-29 14:23:23",SYS,"2023-03-30 10:54:23","2023-03-29 14:23:23",N,NULL
EVC202303303480,J20048,2023-03-29,1700,2023-03-29,1800,1,R,Y,J20040,E,N,送文件,J20048,"2023-03-30 08:49:53",SYS,"2023-03-31 00:00:15","2023-03-30 08:49:53",Y,NULL
EVC202303303482,F20027,2023-03-30,0930,2023-03-30,1030,1,N,Y,F20034,1V,N,,F20027,"2023-03-30 09:24:36",F20027,"2023-03-30 09:24:36","2023-03-30 09:24:36",N,NULL
EVC202303303483,F20027,2023-03-30,0930,2023-03-30,1000,0.5,Y,Y,F20034,1V,N,,F20027,"2023-03-30 09:31:07",SYS,"2023-03-30 10:54:26","2023-03-30 09:31:08",Y,NULL
EVC202303303484,L20036,2023-03-30,1600,2023-03-30,1800,2,Y,Y,L20065,1V,N,,L20036,"2023-03-30 15:57:29",SYS,"2023-03-31 21:39:37","2023-03-30 15:57:30",N,NULL
EVC202303303485,A40103,2023-03-30,0930,2023-03-30,1730,7,Y,Y,A40106,1V,N,,A40103,"2023-03-30 21:28:11",SYS,"2023-03-31 21:39:40","2023-03-30 21:28:11",Y,NULL
EVC202303303486,A40106,2023-03-30,0930,2023-03-30,1400,3.5,Y,Y,A40103,1V,N,,A40106,"2023-03-30 22:04:17",SYS,"2023-03-31 21:39:41","2023-03-30 22:04:17",Y,NULL
EVC202303313487,A40106,2023-03-31,0930,2023-03-31,1000,0.5,N,Y,A40103,1V,N,,A40106,"2023-03-31 11:43:16",SYS,"2023-04-01 00:00:10","2023-03-31 11:43:16",Y,NULL
EVC202303313489,C40040,2023-03-31,0930,2023-03-31,1500,4.5,Y,Y,A00001,1V,N,扣遲到,C40040,"2023-03-31 18:10:58",SYS,"2023-03-31 21:39:44","2023-03-31 18:10:58",Y,NULL
EVC202303313490,J20040,2023-03-31,0900,2023-03-31,1000,1,N,Y,J20032,1V,N,,J20040,"2023-03-31 21:15:19",SYS,"2023-04-01 00:00:10","2023-03-31 21:15:19",Y,NULL
EVC202304013494,S20112,2023-04-13,0930,2023-04-13,1830,8,Y,Y,S20098,C,N,固定週四休假,S20112,"2023-04-01 11:28:04",SYS,"2023-04-06 17:34:40","2023-04-01 11:28:04",N,NULL
EVC202304043508,G00004,2023-04-06,0900,2023-04-07,1800,16,Y,Y,G20041,J,N,喪假,G00004,"2023-04-04 21:16:33",SYS,"2023-04-06 10:45:35","2023-04-04 21:16:33",N,NULL
EVC202304043512,I40010,2023-04-13,0900,2023-04-14,1800,16,Y,Y,I40013,1V,N,,I40010,"2023-04-04 21:34:03",SYS,"2023-04-06 10:45:39","2023-04-04 21:34:03",N,NULL
EVC202304053519,I20037,2023-04-12,0900,2023-04-12,1800,8,Y,Y,I40013,C,N,有事,I20037,"2023-04-05 10:48:43",SYS,"2023-04-06 10:45:42","2023-04-05 10:48:43",N,NULL
EVC202304053521,S000A9,2023-06-09,0930,2023-06-09,1830,8,Y,Y,S000A6,1V,N,特休,S000A9,"2023-04-05 14:11:21",SYS,"2023-04-06 17:34:44","2023-04-05 14:11:21",N,NULL
EVC202304053522,S000A9,2023-06-12,0930,2023-06-13,1830,16,Y,Y,S000A6,1V,N,特休,S000A9,"2023-04-05 14:12:00",SYS,"2023-04-06 17:34:48","2023-04-05 14:12:00",N,NULL
EVC202304063527,S000A6,2023-04-07,1600,2023-04-07,1830,2.5,Y,Y,S000A9,J1,N,喪假,S000A6,"2023-04-06 17:14:01",SYS,"2023-04-06 18:59:04","2023-04-06 17:14:02",N,NULL
EVC202304063528,S000A6,2023-04-11,0930,2023-04-11,1430,4,Y,Y,S000A9,J1,N,喪假,S000A6,"2023-04-06 17:15:08",SYS,"2023-04-06 18:59:13","2023-04-06 17:15:08",N,NULL
EVC202304063529,S000A6,2023-04-12,0930,2023-04-12,1830,8,Y,Y,S000A8,J1,N,喪假,S000A6,"2023-04-06 17:15:47",SYS,"2023-04-10 10:30:50","2023-04-06 17:15:47",N,NULL
EVC202304063530,S000A6,2023-04-13,1400,2023-04-13,1830,4.5,Y,Y,S000A9,J1,N,喪假,S000A6,"2023-04-06 17:16:56",SYS,"2023-04-06 18:59:16","2023-04-06 17:16:56",N,NULL
EVC202304103539,G00004,2023-04-10,0900,2023-04-10,1800,8,Y,Y,G20041,J,N,,G00004,"2023-04-10 08:28:18",SYS,"2023-04-10 10:30:55","2023-04-10 08:28:18",N,NULL
EVC202304103540,S20060,2023-04-12,0930,2023-04-12,1830,8,Y,Y,S20110,1V,N,事假,S20060,"2023-04-10 09:34:13",SYS,"2023-04-10 10:31:01","2023-04-10 09:34:13",N,NULL
EVC202304103541,S20060,2023-04-17,0930,2023-04-17,1830,8,Y,Y,S20110,1V,N,事假,S20060,"2023-04-10 09:34:50",SYS,"2023-04-10 10:31:08","2023-04-10 09:34:50",N,NULL
EVC202304103542,S20100,2023-04-12,0930,2023-04-12,1830,8,Y,Y,S000A3,1V,N,,S20100,"2023-04-10 09:36:45",SYS,"2023-04-10 10:31:12","2023-04-10 09:36:45",N,NULL
EVC202304103543,S20100,2023-04-17,0930,2023-04-17,1830,8,Y,Y,S000A3,1V,N,,S20100,"2023-04-10 09:37:15",SYS,"2023-04-10 10:31:16","2023-04-10 09:37:15",N,NULL
EVC202304103544,S000A3,2023-04-10,0930,2023-04-10,1000,0.5,Y,Y,S20100,D,N,塞車(國道事故回堵導致塞車),S000A3,"2023-04-10 09:42:56",SYS,"2023-04-10 10:31:19","2023-04-10 09:42:56",Y,NULL
EVC202304103547,M40026,2023-04-12,0930,2023-04-12,1830,8,Y,Y,A00001,1V,N,,M40026,"2023-04-10 15:39:31",SYS,"2023-04-11 11:22:05","2023-04-10 15:39:31",N,NULL
EVC202304103548,M40026,2023-04-14,0930,2023-04-14,1830,8,Y,Y,A00001,1V,N,,M40026,"2023-04-10 15:40:05",SYS,"2023-04-11 11:22:07","2023-04-10 15:40:05",N,NULL
EVC202304103549,I20039,2023-04-13,0900,2023-04-13,1800,8,Y,Y,I40014,B,N,回診,I20039,"2023-04-10 18:01:37",SYS,"2023-04-12 10:47:56","2023-04-10 18:01:37",N,NULL
EVC202304113557,G00004,2023-04-12,0900,2023-04-12,1800,8,R,Y,G20041,J,N,,G00004,"2023-04-11 10:59:21",SYS,"2023-04-14 00:00:15","2023-04-11 10:59:21",N,NULL
EVC202304113558,F20034,2023-04-12,0930,2023-04-12,1830,8,Y,Y,F20027,1V,N,,F20034,"2023-04-11 11:41:54",SYS,"2023-04-12 10:48:04","2023-04-11 11:41:54",N,NULL
EVC202304113559,F20034,2023-04-21,0930,2023-04-21,1830,8,Y,Y,F20027,H3,N,,F20034,"2023-04-11 11:44:13",SYS,"2023-04-12 10:48:09","2023-04-11 11:44:14",N,NULL
EVC202304113562,J20045,2023-04-10,0900,2023-04-10,1800,8,R,Y,J20032,1V,N,請假,J20045,"2023-04-11 15:39:24",SYS,"2023-04-12 00:00:15","2023-04-11 15:39:24",Y,NULL
EVC202304113563,J20045,2023-04-13,1200,2023-04-13,1800,5,R,Y,J20032,1V,N,請假,J20045,"2023-04-11 15:40:37",SYS,"2023-04-15 00:00:15","2023-04-11 15:40:37",N,NULL
EVC202304113564,J20045,2023-04-14,1200,2023-04-14,1800,5,Y,Y,J20032,1V,N,請假,J20045,"2023-04-11 15:41:38",SYS,"2023-04-12 10:48:19","2023-04-11 15:41:38",N,NULL
EVC202304113565,J20040,2023-04-11,1700,2023-04-11,1800,1,Y,Y,J20032,1V,N,,J20040,"2023-04-11 16:29:56",SYS,"2023-04-12 10:48:24","2023-04-11 16:29:57",N,NULL
EVC202304113566,J20040,2023-04-13,0900,2023-04-13,1800,8,Y,Y,J20032,1V,N,,J20040,"2023-04-11 16:30:43",SYS,"2023-04-12 10:48:29","2023-04-11 16:30:44",N,NULL
EVC202304113568,J20048,2023-04-11,0930,2023-04-11,1830,8,R,Y,J20040,B,N,鼻炎性感冒,J20048,"2023-04-11 18:32:02",SYS,"2023-04-13 00:00:15","2023-04-11 18:32:02",Y,NULL
EVC202304113569,S20098,2023-04-12,0930,2023-04-12,1830,8,Y,Y,S000A6,1V,N,特休,S20098,"2023-04-11 18:46:35",SYS,"2023-04-13 10:53:01","2023-04-11 18:46:35",N,NULL
EVC202304113570,G20043,2023-04-14,0900,2023-04-14,1800,8,Y,Y,G20047,1V,N,特休,G20043,"2023-04-11 20:00:59",SYS,"2023-04-13 10:53:09","2023-04-11 20:00:59",N,NULL
EVC202304113573,I20032,2023-04-19,0900,2023-04-19,1800,8,Y,Y,I20031,1V,N,,I20032,"2023-04-11 20:33:00",SYS,"2023-04-17 11:19:23","2023-04-11 20:33:28",N,NULL
EVC202304123574,A40082,2023-04-12,0900,2023-04-12,1800,8,Y,Y,L20064,1V,N,帶小孩子看醫生,A40082,"2023-04-12 08:32:56",SYS,"2023-04-12 10:48:35","2023-04-12 08:32:56",N,NULL
EVC202304123575,L20036,2023-04-12,1330,2023-04-12,1800,4.5,Y,Y,L20065,1V,N,,L20036,"2023-04-12 09:09:30",SYS,"2023-04-13 10:53:13","2023-04-12 09:09:30",N,NULL
EVC202304123576,J40017,2023-04-12,0900,2023-04-12,1800,8,Y,Y,K40005,E,N,台東出差,J40017,"2023-04-12 17:09:57",SYS,"2023-04-14 11:17:35","2023-04-12 17:09:57",Y,NULL
EVC202304133577,S000A6,2023-04-13,1230,2023-04-13,1400,0.5,Y,Y,S000A9,J1,N,喪假,S000A6,"2023-04-13 08:35:07",SYS,"2023-04-14 11:17:40","2023-04-13 08:35:07",N,NULL
EVC202304133578,S20110,2023-04-14,0930,2023-04-14,1830,8,Y,Y,S20060,1V,N,特休,S20110,"2023-04-13 09:36:21",SYS,"2023-04-13 10:53:20","2023-04-13 09:36:21",N,NULL
EVC202304133579,S20100,2023-04-13,0930,2023-04-13,1130,2,Y,Y,S000A3,1V,N,家裡有事,S20100,"2023-04-13 11:20:33",SYS,"2023-04-14 11:17:44","2023-04-13 11:20:33",Y,NULL
EVC202304133582,J40017,2023-04-13,0900,2023-04-13,1800,8,Y,Y,K40005,1V,N,年資假,J40017,"2023-04-13 14:51:33",SYS,"2023-04-14 11:17:49","2023-04-13 14:51:33",Y,NULL
EVC202304133584,L20036,2023-04-13,0900,2023-04-14,1800,16,Y,Y,L20065,1V,N,,L20036,"2023-04-13 21:55:34",SYS,"2023-04-14 11:17:56","2023-04-13 21:55:34",Y,NULL
EVC202304143585,S20104,2023-04-13,0930,2023-04-13,1830,8,Y,Y,S000A8,1V,N,小孩看醫生,S20104,"2023-04-14 10:46:37",SYS,"2023-04-14 11:18:03","2023-04-14 10:46:37",Y,NULL
EVC202304143586,A40106,2023-04-14,0930,2023-04-14,1830,8,Y,Y,A40103,1V,N,,A40106,"2023-04-14 10:55:09",SYS,"2023-04-17 11:19:29","2023-04-14 10:55:09",Y,NULL
EVC202304143589,M40001,2023-04-14,1730,2023-04-14,1830,1,Y,Y,A00001,C,N,4/3加班補休,M40001,"2023-04-14 12:44:26",SYS,"2023-04-17 11:19:37","2023-04-14 12:44:26",N,NULL
EVC202304153590,I40014,2023-04-19,0900,2023-04-19,1800,8,Y,Y,I20030,1V,N,板機指手術,I40014,"2023-04-15 18:24:29",SYS,"2023-04-19 11:34:22","2023-04-15 18:24:29",N,NULL
EVC202304153592,I20037,2023-04-26,0900,2023-04-26,1800,8,Y,Y,I40013,C,N,事假,I20037,"2023-04-15 22:26:46",SYS,"2023-04-19 11:34:29","2023-04-15 22:26:46",N,NULL
EVC202304173595,L20036,2023-04-17,0900,2023-04-17,1800,8,Y,Y,L20065,1V,N,,L20036,"2023-04-17 17:52:33",SYS,"2023-04-18 10:54:01","2023-04-17 17:52:33",Y,NULL
EVC202304183597,S000A3,2023-04-18,0930,2023-04-18,1130,2,Y,Y,S20100,D,N,辦理護照及台胞證(預計5月出差)-1/2,S000A3,"2023-04-18 11:21:51",SYS,"2023-04-18 18:18:52","2023-04-18 11:38:12",Y,NULL
EVC202304183598,J20040,2023-04-19,0900,2023-04-19,1800,8,Y,Y,J20032,1V,N,,J20040,"2023-04-18 13:39:34",SYS,"2023-04-20 15:20:26","2023-04-18 13:39:34",N,NULL
EVC202304183600,J20040,2023-04-21,0900,2023-04-21,1030,1.5,Y,Y,J20032,1V,N,,J20040,"2023-04-18 13:41:39",SYS,"2023-04-20 15:20:30","2023-04-18 13:41:39",N,NULL
EVC202304183601,J20040,2023-04-21,1030,2023-04-21,1800,6.5,Y,Y,J20032,C,N,家裡有事,J20040,"2023-04-18 13:42:44",SYS,"2023-04-20 15:20:35","2023-04-18 13:42:45",N,NULL
