確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2023,23,彰化縣,埤頭鄉,F,否,20-24,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,秀水鄉,F,否,35-39,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,福興鄉,F,否,35-39,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,彰化市,F,否,55-59,2
嚴重特殊傳染性肺炎,2023,23,彰化縣,員林市,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,彰化市,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,二水鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,田中鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,田尾鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,伸港鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,秀水鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,和美鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,芳苑鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,23,彰化縣,芬園鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,員林市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,23,彰化縣,埔鹽鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,鹿港鎮,F,否,70+,3
嚴重特殊傳染性肺炎,2023,23,彰化縣,彰化市,F,否,70+,7
嚴重特殊傳染性肺炎,2023,23,彰化縣,福興鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,線西鄉,M,否,15-19,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,北斗鎮,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,鹿港鎮,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,彰化市,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,二林鎮,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,花壇鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,鹿港鎮,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,溪州鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,二水鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,秀水鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,和美鎮,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,員林市,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,大村鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,北斗鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,伸港鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,和美鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,員林市,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,鹿港鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,溪州鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,二水鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,二林鎮,M,否,70+,3
嚴重特殊傳染性肺炎,2023,23,彰化縣,大村鄉,M,否,70+,3
嚴重特殊傳染性肺炎,2023,23,彰化縣,北斗鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,田中鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,23,彰化縣,田尾鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,伸港鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,社頭鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,芳苑鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,花壇鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,員林市,M,否,70+,4
嚴重特殊傳染性肺炎,2023,23,彰化縣,埔心鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,埔鹽鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,溪湖鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,23,彰化縣,彰化市,M,否,70+,12
嚴重特殊傳染性肺炎,2023,23,澎湖縣,馬公市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,23,澎湖縣,湖西鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,23,澎湖縣,馬公市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,豐原區,F,否,25-29,1
嚴重特殊傳染性肺炎,2023,24,台中市,東區,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,24,台中市,烏日區,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,24,台中市,后里區,F,否,35-39,1
嚴重特殊傳染性肺炎,2023,24,台中市,大雅區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,24,台中市,外埔區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,24,台中市,沙鹿區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,24,台中市,北區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,24,台中市,西屯區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,24,台中市,西區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,24,台中市,烏日區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,24,台中市,北區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台中市,東區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,台中市,豐原區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,台中市,和平區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台中市,南區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台中市,潭子區,F,否,60-64,2
嚴重特殊傳染性肺炎,2023,24,台中市,龍井區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台中市,北屯區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,北區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,外埔區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,東勢區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,豐原區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,大甲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,大肚區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台中市,大里區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台中市,大雅區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,太平區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台中市,北屯區,F,否,70+,8
嚴重特殊傳染性肺炎,2023,24,台中市,北區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,24,台中市,外埔區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台中市,石岡區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,后里區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台中市,西屯區,F,否,70+,9
嚴重特殊傳染性肺炎,2023,24,台中市,沙鹿區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,東區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台中市,東勢區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台中市,南屯區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台中市,南區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台中市,烏日區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,清水區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,潭子區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台中市,龍井區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台中市,豐原區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台中市,霧峰區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,豐原區,M,否,2,1
嚴重特殊傳染性肺炎,2023,24,台中市,大里區,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,24,台中市,外埔區,M,否,35-39,1
嚴重特殊傳染性肺炎,2023,24,台中市,大甲區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,24,台中市,西屯區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,24,台中市,西區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,24,台中市,神岡區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,24,台中市,大安區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,24,台中市,大里區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,24,台中市,東區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,24,台中市,清水區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,24,台中市,大里區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台中市,大雅區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台中市,北屯區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台中市,外埔區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台中市,后里區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台中市,清水區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台中市,潭子區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台中市,西區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,台中市,新社區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,台中市,大肚區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,24,台中市,大里區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台中市,大雅區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台中市,北屯區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,24,台中市,北區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台中市,后里區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台中市,西屯區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台中市,南屯區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台中市,南區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台中市,大甲區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,24,台中市,大里區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,中區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,24,台中市,太平區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,北屯區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,北區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,后里區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,西屯區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,西區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,東區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,龍井區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,豐原區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台中市,大甲區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,24,台中市,大肚區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台中市,大里區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台中市,大雅區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,中區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台中市,太平區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台中市,北屯區,M,否,70+,6
嚴重特殊傳染性肺炎,2023,24,台中市,北區,M,否,70+,6
嚴重特殊傳染性肺炎,2023,24,台中市,外埔區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台中市,石岡區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台中市,后里區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台中市,西屯區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台中市,西區,M,否,70+,8
嚴重特殊傳染性肺炎,2023,24,台中市,沙鹿區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,東勢區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,24,台中市,南屯區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台中市,南區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台中市,神岡區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,清水區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台中市,潭子區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台中市,龍井區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,豐原區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台中市,霧峰區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台北市,萬華區,F,否,20-24,1
嚴重特殊傳染性肺炎,2023,24,台北市,中山區,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,24,台北市,大安區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,24,台北市,北投區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台北市,大安區,F,否,55-59,2
嚴重特殊傳染性肺炎,2023,24,台北市,中山區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,台北市,士林區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台北市,大安區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台北市,大同區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台北市,中正區,F,否,65-69,2
嚴重特殊傳染性肺炎,2023,24,台北市,內湖區,F,否,65-69,2
嚴重特殊傳染性肺炎,2023,24,台北市,北投區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台北市,萬華區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台北市,士林區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台北市,大同區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台北市,大安區,F,否,70+,7
嚴重特殊傳染性肺炎,2023,24,台北市,中山區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,24,台北市,中正區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台北市,內湖區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台北市,文山區,F,否,70+,8
嚴重特殊傳染性肺炎,2023,24,台北市,北投區,F,否,70+,9
嚴重特殊傳染性肺炎,2023,24,台北市,松山區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,24,台北市,信義區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台北市,南港區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台北市,萬華區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台北市,內湖區,M,否,1,1
嚴重特殊傳染性肺炎,2023,24,台北市,士林區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,24,台北市,士林區,M,否,50-54,2
嚴重特殊傳染性肺炎,2023,24,台北市,松山區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台北市,萬華區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台北市,士林區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,台北市,中山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,台北市,士林區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台北市,大安區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,24,台北市,中山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台北市,北投區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台北市,松山區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,24,台北市,大同區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,24,台北市,大安區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台北市,中山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台北市,內湖區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台北市,文山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台北市,北投區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台北市,信義區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,24,台北市,士林區,M,否,70+,11
嚴重特殊傳染性肺炎,2023,24,台北市,大同區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台北市,大安區,M,否,70+,15
嚴重特殊傳染性肺炎,2023,24,台北市,中山區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台北市,中正區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台北市,內湖區,M,否,70+,7
嚴重特殊傳染性肺炎,2023,24,台北市,文山區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台北市,北投區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,24,台北市,松山區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台北市,信義區,M,否,70+,11
嚴重特殊傳染性肺炎,2023,24,台北市,南港區,M,否,70+,7
嚴重特殊傳染性肺炎,2023,24,台北市,萬華區,M,否,70+,8
嚴重特殊傳染性肺炎,2023,24,台東縣,蘭嶼鄉,F,否,1,1
嚴重特殊傳染性肺炎,2023,24,台東縣,太麻里鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,台東縣,台東市,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台東縣,台東市,F,否,70+,5
嚴重特殊傳染性肺炎,2023,24,台東縣,台東市,M,否,20-24,2
嚴重特殊傳染性肺炎,2023,24,台東縣,東河鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,台東縣,卑南鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台東縣,大武鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台東縣,台東市,M,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台東縣,成功鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台東縣,池上鄉,M,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台東縣,卑南鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台東縣,長濱鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台東縣,鹿野鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,仁德區,F,否,10-14,1
嚴重特殊傳染性肺炎,2023,24,台南市,永康區,F,否,20-24,1
嚴重特殊傳染性肺炎,2023,24,台南市,玉井區,F,否,20-24,1
嚴重特殊傳染性肺炎,2023,24,台南市,仁德區,F,否,35-39,1
嚴重特殊傳染性肺炎,2023,24,台南市,仁德區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,24,台南市,官田區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,24,台南市,東區,F,否,50-54,2
嚴重特殊傳染性肺炎,2023,24,台南市,新營區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台南市,安南區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,台南市,永康區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台南市,安南區,F,否,60-64,3
嚴重特殊傳染性肺炎,2023,24,台南市,東區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台南市,南區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台南市,歸仁區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台南市,鹽水區,F,否,60-64,2
嚴重特殊傳染性肺炎,2023,24,台南市,中西區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台南市,北區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台南市,白河區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台南市,南區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台南市,七股區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,大內區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,中西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,仁德區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台南市,六甲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,北區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台南市,左鎮區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,永康區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台南市,玉井區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,白河區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,安平區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台南市,安定區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,安南區,F,否,70+,7
嚴重特殊傳染性肺炎,2023,24,台南市,西港區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,佳里區,F,否,70+,5
嚴重特殊傳染性肺炎,2023,24,台南市,東山區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台南市,東區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台南市,南區,F,否,70+,7
嚴重特殊傳染性肺炎,2023,24,台南市,後壁區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台南市,柳營區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,將軍區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,麻豆區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台南市,善化區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台南市,新化區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台南市,新市區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,新營區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台南市,學甲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,歸仁區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台南市,鹽水區,F,否,70+,9
嚴重特殊傳染性肺炎,2023,24,台南市,歸仁區,M,否,25-29,1
嚴重特殊傳染性肺炎,2023,24,台南市,安南區,M,否,35-39,2
嚴重特殊傳染性肺炎,2023,24,台南市,鹽水區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,24,台南市,南區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台南市,歸仁區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,台南市,仁德區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,台南市,白河區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,台南市,東區,M,否,55-59,2
嚴重特殊傳染性肺炎,2023,24,台南市,麻豆區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,台南市,山上區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台南市,六甲區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台南市,永康區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,24,台南市,玉井區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台南市,南區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台南市,新化區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台南市,新營區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,台南市,歸仁區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,24,台南市,大內區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台南市,北區,M,否,65-69,3
嚴重特殊傳染性肺炎,2023,24,台南市,永康區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,24,台南市,玉井區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台南市,安南區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台南市,西港區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台南市,佳里區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台南市,柳營區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台南市,新市區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台南市,學甲區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,台南市,歸仁區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,24,台南市,七股區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,24,台南市,下營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,中西區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台南市,仁德區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台南市,六甲區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台南市,北門區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,北區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台南市,左鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,永康區,M,否,70+,9
嚴重特殊傳染性肺炎,2023,24,台南市,玉井區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,白河區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,安平區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,安定區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,安南區,M,否,70+,6
嚴重特殊傳染性肺炎,2023,24,台南市,西港區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,佳里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,官田區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,東山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,東區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台南市,南區,M,否,70+,7
嚴重特殊傳染性肺炎,2023,24,台南市,將軍區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,麻豆區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,24,台南市,善化區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,新市區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,新營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,楠西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,學甲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,歸仁區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,24,台南市,關廟區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,24,台南市,鹽水區,M,否,70+,9
嚴重特殊傳染性肺炎,2023,24,宜蘭縣,宜蘭市,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,24,宜蘭縣,宜蘭市,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,24,宜蘭縣,宜蘭市,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,24,宜蘭縣,宜蘭市,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,宜蘭縣,頭城鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,24,宜蘭縣,宜蘭市,F,否,70+,3
嚴重特殊傳染性肺炎,2023,24,宜蘭縣,蘇澳鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,24,宜蘭縣,蘇澳鎮,M,否,45-49,1
